Objective 1, Objective 2
-0.10110123471646446,2.2646715260642227
-0.20813411592880107,2.1608577660066173
-6.619802873274183E-6,3.6027347354633403
-0.0029791785033813217,2.819369570761474
-0.2156625371702118,1.8896484625136722
-0.6348731132106284,0.9263069999116889
-0.6264782083372462,1.0437687421342987
-0.0671696050469075,2.3286954188367357
-0.21478307354686868,2.0459728513274515
-0.2219292361033371,1.8287844889696527
-0.003053370159511709,2.6935613470426607
-0.6435423254782248,0.8833868269955126
-0.46446255346398885,1.209495321213052
-0.26262421556494064,1.6392928645240847
-0.009802590080089324,2.5932949290364338
-2.0608984398690078E-4,2.8257134692211845
-0.4584559877025774,1.3516727815415734
-0.6255079182666639,1.1223091678920594
-0.07133367979014418,2.273609164218098
-0.4041198962852753,1.4606468684186515
-0.24252083992196577,1.7471314439360668
-1.332830856115362E-4,3.2806425957250145
-0.844103660187018,0.6827625420679356
-0.6437839311573748,0.8438794319218209
-0.640060368194344,0.9088503204118754
-0.8506081438914835,0.40975314623987114
-0.6158668465850057,1.161955020050697
-2.9686240459181334E-6,4.45333645873404
-0.8265605440441317,0.8331737107994134
-0.24735369521545053,1.69434220910996
-0.018843844545019514,2.3930587215602994
-1.7408780542110813E-4,3.167171696144732
-0.4548484733282774,1.3879779419582943
